,name,0_nose,0_mouth,0_eyes,1_nose,1_mouth,1_eyes,2_nose,2_mouth,2_eyes
0,IR001723,33.135537792863985,33.30682213864467,34.39351822262055,33.54552134892058,33.483159451888646,35.33064914938052,,,
1,IR001724,32.78164296606518,35.16834544022819,35.55249317905122,32.045466774748114,33.85054239664738,35.15298301105782,,,
2,IR001727,31.84365832914465,33.46979441544467,34.632817824406295,31.48635982843151,32.41537569045785,34.11773456568197,,,
3,IR001726,33.7090421736306,35.53731518931583,35.541690302378804,31.422859460209015,34.14310014875047,34.63001804112912,,,
4,IR001772,32.21100019293303,33.15017656113243,34.67443088082969,,,,,,
